1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
2458.412795239929;998.1633922558613;751.4649003279721;775.6172173874683;787.9434167898321
2662.9142672101934;1172.495112966036;0.0;872.1521834762965;817.6528514472641
2189.3499110865023;907.0376756961259;654.343639972812;701.9588983304135;629.3422671208629
2159.2171840112023;1005.8159257573567;0.0;648.9152582800667;706.1566365199704
2488.7946596157067;0.0;741.6517823109973;702.9469692286175;645.9636253642702
2377.009030509866;1082.6166694576466;746.6421499946879;0.0;699.5527108830541
2384.9920872675507;990.6893330726463;750.8233295975433;724.1546797845527;736.3435824315
2714.735101253995;1275.771787568378;884.9905923984827;900.8707936554999;897.4801713158445
2922.953407082838;1176.602372065817;939.8502073426977;847.974106135378;866.443524763328
3371.740457927588;1445.3590623926661;923.078190707506;978.2629091901987;1000.2531181196457
3117.1899335905587;1471.3481888972356;988.4626884752895;920.3942621479199;1010.9228677856353
3267.25596957174;1328.8978523047617;866.6381628501579;931.3081268752813;940.0670487772834
3024.4068342717037;1340.4989859173488;937.8417225633686;959.0886502472098;1013.520810992404
3249.9853948423183;1453.7879994401628;995.0069312449506;1037.9193030906583;1096.9695340768997
3412.3928784828686;1489.1878537532198;0.0;1023.9103072720632;1085.1634074297592
3742.4158541623656;0.0;1015.4589023843962;1061.5743345583244;1053.0969063457112
2681.1219073275056;1062.0819500013934;888.259967603901;854.0993622698243;836.7352364218888
2849.6825144651402;1207.7822019227028;826.3636706982611;935.4730387418623;747.662126595333
3006.368473551878;1334.5310537836972;1035.6255290922688;988.5458275614642;992.5224440337433
3116.7243788774545;1230.0819572375115;921.1604851460875;979.8262609290106;956.8116112653173
3218.1153492308385;1461.651246894891;1040.2884348562798;913.9062001261655;0.0
2849.345112368421;1234.8735229625029;868.5476317964176;887.8337831209736;816.7520631885674
3374.9332558903766;1399.5962607225335;0.0;986.0149745183155;913.7635479820333
3683.8947919662237;0.0;910.6266504219376;936.0344776235632;960.6985030957673
2993.925449132558;1360.6271633263955;914.6325873427239;0.0;1017.8022224525805
2371.0963661587757;970.8368460351815;733.4737015210579;736.5783470056701;715.105171009061
2345.273144927725;1001.1463269399262;712.5394451813461;733.0764784908912;656.9773773744187
2168.455017323466;902.4001240856688;605.4932465522294;630.4799468149295;611.7785136737987
2080.291800572471;998.2425469006175;685.1279318300988;714.0959677056321;698.3332647189796
2502.032292291208;888.072201408777;675.179625471841;744.0029448231156;701.9672976157863
2592.2498492550394;1032.2247091348167;798.1977902586275;791.4423184559221;810.6196544760758
2898.4518583094314;1259.249032456649;914.0650342581233;802.3410294704476;822.2352906060196
3371.043461110631;1339.3701451895424;1022.7279125412508;1026.202683468557;1006.2855366457085
3604.4172437009543;1497.5893950041152;1060.7962464464038;1026.9117130460397;1069.128603375371
3700.485797723972;1589.7567181073823;1055.8472804903538;1045.793330325409;1075.045808524969
3736.9019023648257;1464.3008424274697;1018.0848576003984;1060.1294546908732;1021.9734278055687
3345.5657762821747;1453.6960408460989;1154.2816618145562;1047.9505344662139;1184.8567768395292
3710.2134449194923;1393.5748529635848;993.8158751164971;1080.6933143129895;1143.857061989995
3404.9479294381936;1282.7676791367817;969.556763846394;993.4458064621502;965.6228655350399
3147.816752456655;1299.6416207948253;948.8724010989839;921.5265168099322;915.057704886941
3037.6973455702064;1248.2006530521385;827.3480978283661;932.1785546003946;1034.5488950835659
3704.3443271292963;1633.5362982351578;1016.5099070296876;1064.9357849841113;0.0
3811.105271488133;1818.1309803392212;1167.3288877906198;0.0;1230.4718511128744
4585.786498717081;0.0;1274.7246394056447;1341.6381551835161;1306.657569080578
3126.7300615371196;1268.801326943277;920.8874785726481;957.7505468429996;959.3532287513183
3086.105888356507;1250.015010835396;927.8794218345637;1024.8003096297705;961.1200256575951
3173.0240007169587;1299.1707560565762;980.378087097717;964.5649900005892;921.4466387274845
3104.6160893636306;1222.8533028417648;916.0026451193847;886.5766166427607;899.8306202693551
2542.180851772236;1148.737191632178;884.0792647296021;848.5524286831816;847.9546686899872
2942.6578384080444;1363.3692491741626;0.0;931.0776589699357;890.1487849441884
2297.022727046488;933.7228844120708;772.8567265244625;675.423613034483;699.9796589176638
2246.0504779809066;924.2868961069463;595.8808109909241;572.2646093761717;557.9547256259323
2238.2085338106517;941.2387874908318;736.3728976335009;679.7302081754652;664.2958612259034
2729.9515453764193;1092.955328244512;0.0;779.020687359703;712.2844897402975
2967.981658034117;1162.5028587223107;0.0;878.6751146443695;850.2435125538368
3082.803034554758;1210.1606744181845;876.4121876573962;963.2100018938629;906.5066565663966
3264.3885833966156;1464.13346624825;1139.2766700406705;949.621977058221;999.0575520309042
